id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
2475,EGSH,medium_airport,Norwich Airport,52.6758,1.28278,117,EU,GB,GB-ENG,"Norwich, Norfolk",yes,EGSH,NWI,EGSH,,https://www.norwichairport.co.uk/,https://en.wikipedia.org/wiki/Norwich_Airport,RAF Horsham St Faith
2476,EGSS,large_airport,London Stansted Airport,51.884998,0.235,348,EU,GB,GB-ENG,London,yes,EGSS,STN,EGSS,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
29196,EGTB,small_airport,Wycombe Air Park,51.61177,-0.808316,515,EU,GB,GB-ENG,"Marlow, Buckinghamshire",no,EGTB,HYC,EGTB,,,https://en.wikipedia.org/wiki/Wycombe_Air_Park,"RAF Booker, High Wycombe"
2481,EGTE,medium_airport,Exeter International Airport,50.734261,-3.413984,102,EU,GB,GB-ENG,"Exeter, Devon",yes,EGTE,EXT,EGTE,,http://www.exeter-airport.co.uk/,https://en.wikipedia.org/wiki/Exeter_International_Airport,
2483,EGTK,medium_airport,London Oxford Airport,51.836899,-1.32,270,EU,GB,GB-ENG,"Kidlington, Oxfordshire",no,EGTK,OXF,EGTK,,http://www.oxfordairport.co.uk/,https://en.wikipedia.org/wiki/Oxford_Airport,RAF Kidlington
29200,EGTO,small_airport,Rochester Airport,51.351898,0.503333,436,EU,GB,GB-ENG,"Rochester, Kent",no,EGTO,RCS,EGTO,,http://www.rochesterairport.co.uk/,https://en.wikipedia.org/wiki/Rochester_Airport_%28England%29,
2486,EGUB,medium_airport,RAF Benson,51.614366,-1.095991,226,EU,GB,GB-ENG,"Wallingford, Oxfordshire",no,EGUB,BEX,EGUB,,,https://en.wikipedia.org/wiki/RAF_Benson,Benson
2487,EGUL,medium_airport,RAF Lakenheath,52.40954,0.561161,32,EU,GB,GB-ENG,"Brandon, Suffolk",no,EGUL,LKZ,EGUL,,http://www.lakenheath.af.mil/,https://en.wikipedia.org/wiki/RAF_Lakenheath,
2488,EGUN,medium_airport,RAF Mildenhall,52.3619,0.486406,33,EU,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",no,EGUN,MHZ,EGUN,,http://www.mildenhall.af.mil/,https://en.wikipedia.org/wiki/RAF_Mildenhall,
2492,EGVA,medium_airport,RAF Fairford,51.683568,-1.789172,286,EU,GB,GB-ENG,"Fairford, Gloucestershire",no,EGVA,FFD,EGVA,,,https://en.wikipedia.org/wiki/RAF_Fairford,
2494,EGVO,medium_airport,RAF Odiham,51.2341,-0.942825,405,EU,GB,GB-ENG,"Hook, Hampshire",no,EGVO,ODH,EGVO,,,https://en.wikipedia.org/wiki/RAF_Odiham,Odiham
2496,EGWU,medium_airport,RAF Northolt,51.553001,-0.418167,124,EU,GB,GB-ENG,London,no,EGWU,NHT,EGWU,,https://www.raf.mod.uk/our-organisation/stations/raf-northolt/,https://en.wikipedia.org/wiki/RAF_Northolt,
2497,EGXC,medium_airport,RAF Coningsby,53.092999,-0.166014,25,EU,GB,GB-ENG,"Lincoln, Lincolnshire",no,EGXC,QCY,EGXC,,http://www.raf.mod.uk/rafconingsby,https://en.wikipedia.org/wiki/RAF_Coningsby,Coningsby
2501,EGXH,medium_airport,RAF Honington,52.342602,0.772939,174,EU,GB,GB-ENG,"Bury Saint Edmunds, Suffolk",no,EGXH,BEQ,EGXH,,,https://en.wikipedia.org/wiki/RAF_Honington,
2506,EGXW,medium_airport,RAF Waddington,53.166199,-0.523811,231,EU,GB,GB-ENG,"Lincoln, Lincolnshire",no,EGXW,WTN,EGXW,,http://www.raf.mod.uk/rafwaddington,https://en.wikipedia.org/wiki/RAF_Waddington,Waddington
2511,EGYM,medium_airport,RAF Marham,52.648395,0.550692,75,EU,GB,GB-ENG,"King's Lynn, Norfolk",no,EGYM,KNF,EGYM,,http://www.raf.mod.uk/rafmarham/,https://en.wikipedia.org/wiki/RAF_Marham,King's Lynn
2512,EGYP,medium_airport,Mount Pleasant Airport,-51.82279968,-58.44720078,244,SA,FK,FK-U-A,Mount Pleasant,yes,EGYP,MPN,EGYP,,,https://en.wikipedia.org/wiki/RAF_Mount_Pleasant,RAF Mount Pleasant
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,EHAM,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
2515,EHBK,medium_airport,Maastricht Aachen Airport,50.911701,5.77014,375,EU,NL,NL-LI,Maastricht,yes,EHBK,MST,EHBK,,,https://en.wikipedia.org/wiki/Maastricht_Aachen_Airport,
2518,EHEH,large_airport,Eindhoven Airport,51.45009995,5.374529839,74,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,EHEH,,http://www.eindhovenairport.nl/,https://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
2519,EHGG,medium_airport,Groningen Airport Eelde,53.119701,6.57944,17,EU,NL,NL-DR,Groningen,yes,EHGG,GRQ,EHGG,,,https://en.wikipedia.org/wiki/Groningen_Airport_Eelde,
2521,EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,3,EU,NL,NL-NH,Den Helder,no,EHKD,DHR,EHKD,,,https://en.wikipedia.org/wiki/De_Kooy_Airfield,
2522,EHLE,medium_airport,Lelystad Airport,52.453188,5.514622,-13,EU,NL,NL-FL,Lelystad,no,EHLE,LEY,EHLE,,https://www.lelystadairport.nl/,https://en.wikipedia.org/wiki/Lelystad_Airport,
2524,EHRD,medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,-15,EU,NL,NL-ZH,Rotterdam,yes,EHRD,RTM,EHRD,,https://www.rotterdamthehagueairport.nl/,https://en.wikipedia.org/wiki/Rotterdam_The_Hague_Airport,Vliegveld Zestienhoven
2526,EHTW,medium_airport,Twente Airport,52.275833,6.889167,114,EU,NL,NL-OV,Enschede,no,EHTW,ENS,EHTW,,https://www.twente-airport.nl/,https://en.wikipedia.org/wiki/Enschede_Airport_Twente,
29214,EIBN,small_airport,Bantry Aerodrome,51.6772,-9.487123,7,EU,IE,IE-CO,Bantry,no,EIBN,BYT,EIBN,,,https://en.wikipedia.org/wiki/Bantry_Aerodrome,Beanntraí
29216,EIBT,small_airport,Belmullet Aerodrome,54.22280121,-10.03079987,150,EU,IE,IE-MO,Belmullet,no,EIBT,BLY,EIBT,,,https://en.wikipedia.org/wiki/Belmullet_Aerodrome,Béal an Mhuirthead
27309,EICA,small_airport,Connemara Regional Airport,53.2303009,-9.467780113,70,EU,IE,IE-G,Inverin,yes,EICA,NNR,EICA,,http://www.aerarannislands.ie/,https://en.wikipedia.org/wiki/Aerfort_na_Minna,"Aerfort na Minna, Indreabhán"
2530,EICK,medium_airport,Cork Airport,51.841301,-8.49111,502,EU,IE,IE-CO,Cork,yes,EICK,ORK,EICK,,http://www.corkairport.com/,https://en.wikipedia.org/wiki/Cork_Airport,Aerfort Chorcaí
2532,EIDL,medium_airport,Donegal Airport,55.0442009,-8.340999603,30,EU,IE,IE-DL,Donegal,yes,EIDL,CFN,EIDL,,http://www.donegalairport.ie/,https://en.wikipedia.org/wiki/Donegal_Airport,Gweedore
2533,EIDW,large_airport,Dublin Airport,53.428713,-6.262121,242,EU,IE,IE-D,Dublin,yes,EIDW,DUB,EIDW,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath
29221,EIIM,small_airport,Inishmore Aerodrome,53.1067009,-9.653610229,24,EU,IE,IE-G,Inis Mór,yes,EIIM,IOR,EIIM,,,https://en.wikipedia.org/wiki/Inishmore_Aerodrome,Aran Islands
29222,EIIR,small_airport,Inisheer Aerodrome,53.064701,-9.5109,40,EU,IE,IE-G,Inis Oírr,yes,EIIR,INQ,EIIR,,,https://en.wikipedia.org/wiki/Inisheer_Aerodrome,Aran Islands
29224,EIKK,small_airport,Kilkenny Airport,52.6507988,-7.296110153,319,EU,IE,IE-KK,Kilkenny,no,EIKK,KKY,EIKK,,http://www.kilkennyflying-glidingclub.com/,https://en.wikipedia.org/wiki/Kilkenny_Airport,EIKL
2534,EIKN,medium_airport,Ireland West Knock Airport,53.910301,-8.81849,665,EU,IE,IE-MO,Charlestown,yes,EIKN,NOC,EIKN,,http://www.irelandwestairport.com/,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,Connaught
2535,EIKY,medium_airport,Kerry Airport,52.180901,-9.52378,112,EU,IE,IE-KY,Farranfore,yes,EIKY,KIR,EIKY,,http://www.kerryairport.ie/,https://en.wikipedia.org/wiki/Kerry_Airport,
29226,EIMN,small_airport,Inishmaan Aerodrome,53.092999,-9.56806,15,EU,IE,IE-G,Inis Meáin,yes,EIMN,IIA,EIMN,,,https://en.wikipedia.org/wiki/Inishmaan_Aerodrome,Aran Islands
2537,EINN,large_airport,Shannon Airport,52.702,-8.92482,46,EU,IE,IE-CE,Shannon,yes,EINN,SNN,EINN,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
2538,EISG,medium_airport,Sligo Airport,54.28020096,-8.599209785,11,EU,IE,IE-SO,Sligo,no,EISG,SXL,EISG,,http://www.sligoairport.com/,https://en.wikipedia.org/wiki/Sligo_Airport,
2539,EIWF,medium_airport,Waterford Airport,52.187199,-7.08696,119,EU,IE,IE-WD,Waterford,no,EIWF,WAT,EIWF,,http://flywaterford.com/,https://en.wikipedia.org/wiki/Waterford_Airport,
2540,EKAH,medium_airport,Aarhus Airport,56.303331,10.618286,82,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,EKAH,,http://www.aar.dk/default.asp?id=87,https://en.wikipedia.org/wiki/Aarhus_Airport,
2541,EKBI,large_airport,Billund Airport,55.740335,9.157019,247,EU,DK,DK-83,Billund,yes,EKBI,BLL,EKBI,,http://www.billund-airport.dk/?sc_lang=en,https://en.wikipedia.org/wiki/Billund_Airport,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.61790085,12.65600014,17,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,EKCH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö"
2543,EKEB,medium_airport,Esbjerg Airport,55.525902,8.5534,97,EU,DK,DK-83,Esbjerg,yes,EKEB,EBJ,EKEB,,http://www.esbjerg-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Esbjerg_Airport,"offshore, North Sea"
2547,EKLS,small_airport,Læsø Airport,57.277199,11.0001,25,EU,DK,DK-81,Læsø,yes,EKLS,BYR,EKLS,,,https://en.wikipedia.org/wiki/L%C3%A6s%C3%B8_Airport,"Laeso, Laesoe"
2548,EKMB,medium_airport,Lolland Falster Maribo Airport,54.699447,11.438163,16,EU,DK,DK-85,Rødby,no,EKMB,MRW,EKMB,,http://www.lollandfalsterairport.dk/,https://en.wikipedia.org/wiki/Lolland_Falster_Airport,
2549,EKOD,medium_airport,Odense Hans Christian Andersen Airport,55.475307,10.327206,56,EU,DK,DK-83,Odense,yes,EKOD,ODE,EKOD,,,https://en.wikipedia.org/wiki/Hans_Christian_Andersen_Airport,Beldringe
2551,EKRK,medium_airport,Copenhagen Roskilde Airport,55.585602,12.1314,146,EU,DK,DK-85,Roskilde,yes,EKRK,RKE,EKRK,,,https://en.wikipedia.org/wiki/Roskilde_Airport,"København, Copenhagen"
2552,EKRN,medium_airport,Bornholm Airport,55.063301,14.7596,52,EU,DK,DK-84,Rønne,yes,EKRN,RNN,EKRN,,http://www.bornholms-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Bornholm_Airport,Roenne
2553,EKSB,medium_airport,Sønderborg Airport,54.96440125,9.791729927,24,EU,DK,DK-83,Sønderborg,yes,EKSB,SGD,EKSB,,,https://en.wikipedia.org/wiki/S%C3%B8nderborg_Airport,"Sonderborg, Soenderborg"
2554,EKSN,medium_airport,Sindal Airport,57.503502,10.2294,92,EU,DK,DK-81,Sindal,no,EKSN,CNL,EKSN,,http://www.eksn.dk/,https://en.wikipedia.org/wiki/Sindal_Airport,
2556,EKSV,medium_airport,Skive Airport,56.550201,9.17298,74,EU,DK,DK-82,Skive,no,EKSV,SQW,EKSV,,,https://en.wikipedia.org/wiki/Skive_Airport,
2557,EKTS,medium_airport,Thisted Airport,57.068802,8.70522,23,EU,DK,DK-81,Thisted,no,EKTS,TED,EKTS,,,https://en.wikipedia.org/wiki/Thisted_Airport,
2559,EKVG,medium_airport,Vágar Airport,62.063256,-7.275782,280,EU,FO,FO-U-A,Vágar,yes,EKVG,FAE,EKVG,,http://www.floghavn.fo/,https://en.wikipedia.org/wiki/V%C3%A1gar_Airport,"Faroes, RAF Vágar"
2561,EKVJ,medium_airport,Stauning Vestjylland  Airport,55.990101,8.35391,17,EU,DK,DK-82,Skjern,no,EKVJ,STA,EKVJ,,,https://en.wikipedia.org/wiki/Stauning_Vestjylland_Airport,Ringkøbing
2562,EKYT,medium_airport,Aalborg Airport,57.094763,9.84993,10,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,EKYT,,http://www.aal.dk,https://en.wikipedia.org/wiki/Aalborg_Airport,
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,ELLX,,http://www.lux-airport.lu/en/,https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2564,ENAL,medium_airport,"Ålesund Airport, Vigra",62.5625,6.1197,69,EU,NO,NO-15,Ålesund,yes,ENAL,AES,ENAL,,http://www.avinor.no/lufthavn/alesund,https://en.wikipedia.org/wiki/%C3%85lesund_Airport%2C_Vigra,Vigra
2565,ENAN,medium_airport,"Andøya Airport, Andenes",69.292503,16.144199,43,EU,NO,NO-18,Andenes,yes,ENAN,ANX,ENAN,,https://avinor.no/en/airport/andoya-airport/,https://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes,
2566,ENAT,medium_airport,Alta Airport,69.976097,23.3717,9,EU,NO,NO-56,Alta,yes,ENAT,ALF,ENAT,,https://avinor.no/en/airport/alta-airport/,https://en.wikipedia.org/wiki/Alta_Airport,
29254,ENBL,small_airport,"Førde Airport, Bringeland",61.391102,5.75694,1046,EU,NO,NO-46,Førde,yes,ENBL,FDE,ENBL,,https://avinor.no/en/airport/forde-airport/,https://en.wikipedia.org/wiki/F%C3%B8rde_Airport%2C_Bringeland,bringeland
2568,ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,25,EU,NO,NO-18,Brønnøy,yes,ENBN,BNN,ENBN,,https://avinor.no/en/airport/bronnoysund-airport/,https://en.wikipedia.org/wiki/Br%C3%B8nn%C3%B8ysund_Airport%2C_Br%C3%B8nn%C3%B8y,Bronnoy
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.2934,5.21814,170,EU,NO,NO-46,Bergen,yes,ENBR,BGO,ENBR,,http://www.avinor.no/en/airport/bergen,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2571,ENBS,medium_airport,Båtsfjord Airport,70.60025,29.692612,490,EU,NO,NO-56,Båtsfjord,yes,ENBS,BJF,ENBS,,https://avinor.no/en/airport/batsfjord-airport/,https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport,
29255,ENBV,medium_airport,Berlevåg Airport,70.871517,29.034097,42,EU,NO,NO-56,Berlevåg,yes,ENBV,BVG,ENBV,,https://avinor.no/en/airport/berlevag-airport/,https://en.wikipedia.org/wiki/Berlev%C3%A5g_Airport,
2572,ENCN,medium_airport,"Kristiansand Airport, Kjevik",58.204201,8.08537,57,EU,NO,NO-42,Kjevik,yes,ENCN,KRS,ENCN,,http://www.avinor.no/en/airport/kristiansand,https://en.wikipedia.org/wiki/Kristiansand_Airport%2C_Kjevik,
2574,ENDU,medium_airport,Bardufoss Airport,69.055801,18.5404,252,EU,NO,NO-55,Målselv,yes,ENDU,BDU,ENDU,,https://avinor.no/en/airport/bardufoss-airport/,https://en.wikipedia.org/wiki/Bardufoss_Airport,
2575,ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,84,EU,NO,NO-18,Evenes,yes,ENEV,EVE,ENEV,,https://avinor.no/en/airport/harstadnarvik-airport/,https://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes,"Harstad/Narvik lufthavn, Evenes"
2576,ENFG,medium_airport,"Fagernes Airport, Leirin",61.015598,9.28806,2697,EU,NO,NO-34,Fagernes,no,ENFG,VDB,ENFG,,https://avinor.no/en/airport/fagernes-airport/,https://en.wikipedia.org/wiki/Fagernes_Airport%2C_Leirin,
2577,ENFL,medium_airport,Florø Airport,61.58359909,5.024720192,37,EU,NO,NO-46,Florø,yes,ENFL,FRO,ENFL,,https://avinor.no/en/airport/floro-airport/,https://en.wikipedia.org/wiki/Flor%C3%B8_Airport,Floro
2578,ENGM,large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,681,EU,NO,NO-32,Oslo (Gardermoen),yes,ENGM,OSL,ENGM,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
29260,ENHA,small_airport,"Hamar Lufthavn, Stavsberg",60.8181,11.068,729,EU,NO,NO-34,Hamar,no,ENHA,HMR,ENHA,,https://hamarlufthavn.no/,https://en.wikipedia.org/wiki/Hamar_Airport%2C_Stafsberg,
2579,ENHD,medium_airport,"Haugesund Airport, Karmøy",59.345299,5.20836,86,EU,NO,NO-11,Karmøy,yes,ENHD,HAU,ENHD,,https://flyhau.no/,https://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y,Karmoy
28115,ENHF,medium_airport,Hammerfest Airport,70.679703,23.6686,266,EU,NO,NO-56,Hammerfest,yes,ENHF,HFT,ENHF,,https://avinor.no/en/airport/hammerfest-airport/,https://en.wikipedia.org/wiki/Hammerfest_Airport,
2580,ENHK,small_airport,Hasvik Airport,70.486702,22.1397,21,EU,NO,NO-56,Hasvik,yes,ENHK,HAA,ENHK,,https://avinor.no/en/airport/hasvik-airport/,https://en.wikipedia.org/wiki/Hasvik_Airport,
29261,ENHV,medium_airport,"Honningsvåg Airport, Valan",71.009697,25.983601,44,EU,NO,NO-56,Honningsvåg,yes,ENHV,HVG,ENHV,,https://avinor.no/en/airport/honningsvag-airport/,https://en.wikipedia.org/wiki/Valan_Airport,
2581,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",63.111801,7.82452,204,EU,NO,NO-15,Kvernberget,yes,ENKB,KSU,ENKB,,https://avinor.no/en/airport/kristiansund-airport/,https://en.wikipedia.org/wiki/Kristiansund_Airport%2C_Kvernberget,"Kristiansund lufthavn, Kvernberget"
30032,ENKL,small_airport,Gol Airport,60.791066,9.048672,2770,EU,NO,NO-33,Klanten flyplass,no,ENKL,GLL,ENKL,,http://hallingdalflyklubb.no/wordpress/,"https://en.wikipedia.org/wiki/Gol_Airport,_Klanten",
2583,ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,283,EU,NO,NO-56,Kirkenes,yes,ENKR,KKN,ENKR,,https://avinor.no/en/airport/kirkenes-airport/,https://en.wikipedia.org/wiki/Kirkenes_Airport%2C_H%C3%B8ybuktmoen,
29264,ENLK,medium_airport,Leknes Airport,68.15249634,13.6093998,78,EU,NO,NO-18,Leknes,yes,ENLK,LKN,ENLK,,https://avinor.no/en/airport/leknes-airport/,https://en.wikipedia.org/wiki/Leknes_Airport,Leknes lufthavn
29265,ENMH,medium_airport,Mehamn Airport,71.029701,27.8267,39,EU,NO,NO-56,Mehamn,yes,ENMH,MEH,ENMH,,https://avinor.no/en/airport/mehamn-airport/,https://en.wikipedia.org/wiki/Mehamn_Airport,
2585,ENML,medium_airport,"Molde Airport, Årø",62.744701,7.2625,10,EU,NO,NO-15,Årø,yes,ENML,MOL,ENML,,https://avinor.no/en/airport/molde-airport/,https://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8,Aro
2586,ENMS,medium_airport,"Mosjøen Airport, Kjærstad",65.783997,13.2149,237,EU,NO,NO-18,Mosjøen,yes,ENMS,MJF,ENMS,,https://avinor.no/en/airport/mosjoen-airport/,https://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad,
2587,ENNA,medium_airport,"Lakselv Airport, Banak",70.068802,24.973499,25,EU,NO,NO-56,Lakselv,yes,ENNA,LKL,ENNA,,https://avinor.no/en/airport/lakselv-airport/,https://en.wikipedia.org/wiki/Lakselv_Airport%2C_Banak,North Cape Airport
29267,ENNM,small_airport,Namsos Airport,64.472198,11.5786,7,EU,NO,NO-50,Namsos,yes,ENNM,OSY,ENNM,,https://avinor.no/en/airport/namsos-airport/,https://en.wikipedia.org/wiki/Namsos_Airport%2C_H%C3%B8knes%C3%B8ra,"Namsos lufthavn, Høknesøra"
2588,ENNO,medium_airport,Notodden Airport,59.565071,9.213152,63,EU,NO,NO-40,Notodden,no,ENNO,NTB,ENNO,,http://www.notodden-flyplass.no/,https://en.wikipedia.org/wiki/Notodden_Airport%2C_Tuven,
2589,ENOL,medium_airport,Ørland Airport,63.69889832,9.604000092,28,EU,NO,NO-50,Ørland,yes,ENOL,OLA,ENOL,,,https://en.wikipedia.org/wiki/Brekstad_Airport%2C_%C3%98rland,Orland
28114,ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,243,EU,NO,NO-15,Ørsta,yes,ENOV,HOV,ENOV,,https://avinor.no/en/airport/orsta-volda-airport/,https://en.wikipedia.org/wiki/%C3%98rsta-Volda_Airport%2C_Hovden,
29277,ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,229,EU,NO,NO-18,Mo i Rana,yes,ENRA,MQN,ENRA,,https://avinor.no/en/airport/mo-i-rana-airport/,https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll,
29278,ENRM,medium_airport,"Rørvik Airport, Ryum",64.83830261,11.14610004,14,EU,NO,NO-50,Rørvik,yes,ENRM,RVK,ENRM,,https://avinor.no/en/airport/rorvik-airport/,https://en.wikipedia.org/wiki/R%C3%B8rvik_Airport%2C_Ryum,
2591,ENRO,medium_airport,Røros Airport,62.57839966,11.34230042,2054,EU,NO,NO-50,Røros,yes,ENRO,RRS,ENRO,,https://avinor.no/en/airport/roros-airport/,https://en.wikipedia.org/wiki/R%C3%B8ros_Airport,Roros
29279,ENRS,small_airport,Røst Airport,67.526482,12.101575,7,EU,NO,NO-18,Røst,yes,ENRS,RET,ENRS,,https://avinor.no/en/airport/rost-airport/,https://en.wikipedia.org/wiki/R%C3%B8st_Airport,Rost Airport
2592,ENRY,medium_airport,"Moss Airport, Rygge",59.378817,10.785439,174,EU,NO,NO-31,Oslo,no,ENRY,RYG,ENRY,,http://www.en.ryg.no/,https://en.wikipedia.org/wiki/Moss_Airport%2C_Rygge,"Moss lufthavn Rygge, Rygge Air Station"
2593,ENSB,medium_airport,"Svalbard Airport, Longyear",78.24610138,15.46560001,88,EU,NO,NO-21,Longyearbyen,yes,ENSB,LYR,ENSB,,https://avinor.no/en/airport/svalbard-airport/,https://en.wikipedia.org/wiki/Svalbard_Airport%2C_Longyear,
29280,ENSD,small_airport,"Sandane Airport, Anda",61.830002,6.10583,196,EU,NO,NO-46,Sandane,yes,ENSD,SDN,ENSD,,https://avinor.no/en/airport/sandane-airport/,https://en.wikipedia.org/wiki/Sandane_Airport%2C_Anda,
28116,ENSG,small_airport,"Sogndal Airport, Haukåsen",61.156101,7.13778,1633,EU,NO,NO-46,Sogndal,yes,ENSG,SOG,ENSG,,https://avinor.no/en/airport/sogndal-airport/,"https://en.wikipedia.org/wiki/Sogndal_Airport,_Hauk%C3%A5sen",Haukåsen
29281,ENSH,medium_airport,"Svolvær Airport, Helle",68.243301,14.6692,27,EU,NO,NO-18,Svolvær,yes,ENSH,SVJ,ENSH,,https://avinor.no/en/airport/svolvar-airport/,https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle,"Svolvær lufthavn, Helle"
29282,ENSK,medium_airport,"Stokmarknes Airport, Skagen",68.578827,15.033417,11,EU,NO,NO-18,Hadsel,yes,ENSK,SKN,ENSK,,https://avinor.no/en/airport/stokmarknes-airport/,https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen,"Stokmarknes lufthavn, Skagen"
2594,ENSN,medium_airport,Skien Airport,59.185001,9.56694,463,EU,NO,NO-40,Geiteryggen,no,ENSN,SKE,ENSN,,,https://en.wikipedia.org/wiki/Skien_Airport%2C_Geiteryggen,
2595,ENSO,medium_airport,"Stord Airport, Sørstokken",59.791901,5.34085,160,EU,NO,NO-46,Leirvik,yes,ENSO,SRP,ENSO,,,https://en.wikipedia.org/wiki/Stord_Airport%2C_S%C3%B8rstokken,"Sorstokken, Sørstokken"
2596,ENSR,medium_airport,Sørkjosen Airport,69.786797,20.9594,16,EU,NO,NO-55,Sørkjosen,yes,ENSR,SOJ,ENSR,,https://avinor.no/en/airport/sorkjosen-airport/,https://en.wikipedia.org/wiki/S%C3%B8rkjosen_Airport,
2597,ENSS,medium_airport,"Vardø Airport, Svartnes",70.3554,31.044901,42,EU,NO,NO-56,Vardø,yes,ENSS,VAW,ENSS,,https://avinor.no/en/airport/vardo-airport/,https://en.wikipedia.org/wiki/Vard%C3%B8_Airport%2C_Svartnes,
2598,ENST,medium_airport,"Sandnessjøen Airport, Stokka",65.956802,12.4689,56,EU,NO,NO-18,Alstahaug,yes,ENST,SSJ,ENST,,https://avinor.no/en/airport/sandnessjoen-airport/,https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport%2C_Stokka,
2599,ENTC,large_airport,"Tromsø Airport, Langnes",69.683296,18.9189,31,EU,NO,NO-55,Tromsø,yes,ENTC,TOS,ENTC,,http://www.avinor.no/en/airport/tromso,https://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsøya, Tromso"
2600,ENTO,medium_airport,"Sandefjord Airport, Torp",59.186699,10.2586,286,EU,NO,NO-39,Torp,yes,ENTO,TRF,ENTO,,https://torp.no/en/welcome-to-torp-sandefjord-airport/,https://en.wikipedia.org/wiki/Sandefjord_Airport%2C_Torp,
2601,ENVA,large_airport,"Trondheim Airport, Værnes",63.457802,10.924,56,EU,NO,NO-50,Trondheim,yes,ENVA,TRD,ENVA,,https://avinor.no/en/airport/trondheim-airport/,https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
29284,ENVD,medium_airport,Vadsø Airport,70.0653,29.8447,127,EU,NO,NO-56,Vadsø,yes,ENVD,VDS,ENVD,,https://avinor.no/en/airport/vadso-airport/,https://en.wikipedia.org/wiki/Vads%C3%B8_Airport,
2602,ENZV,large_airport,"Stavanger Airport, Sola",58.876701,5.63778,29,EU,NO,NO-11,Stavanger,yes,ENZV,SVG,ENZV,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2604,EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,235,EU,PL,PL-KP,Bydgoszcz,yes,EPBY,BZG,EPBY,,http://www.plb.pl/,https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport,"Szwederowo, Bromberg"
